1,5,15,3000
2,5,15,3000
2,5,15,1100
2,5,14,1100
2,5,15,460
1,2,15,10000
2,3,15,500
2,3,0,622
2,2,11,622
1,3,15,1200
2,2,4,0
1,3,8,1000
2,3,11,0
2,3,11,1200
1,3,6,0
1,3,0,0
2,3,8,622
1,3,8,7000
2,3,8,0
1,3,15,1700
1,5,13,0
1,3,10,5000
2,2,14,0
1,3,9,0
1,5,14,2000
2,3,0,0
1,3,4,622
2,3,15,800
1,3,7,0
1,5,11,6000
2,5,15,2500
1,5,1,0
2,3,13,980
1,5,5,1500
2,5,4,1500
1,5,11,2000
2,5,15,2000
2,5,4,622
1,2,3,4350
2,3,11,0
2,3,1,0
2,3,0,0
2,5,13,0
1,3,13,7000
2,3,0,0
1,5,6,3000
2,5,15,622
1,5,8,622
2,3,0,300
2,3,3,0
1,3,1,0
2,2,10,772
2,2,11,622
2,3,4,500
1,3,5,0
1,5,0,0
2,5,0,622
1,5,15,2000
2,3,15,1000
2,3,8,0
2,5,11,1600
1,5,10,1500
2,5,0,0
2,3,5,282
1,5,0,0
1,5,12,6000
2,5,12,1800
1,5,15,4500
1,5,7,0
1,3,14,2050
2,5,14,1900
2,3,14,1900
2,5,11,0
1,5,8,1200
2,5,1,0
2,5,1,0
2,5,0,0
2,5,15,0
1,5,1,0
2,5,15,2200
1,5,4,4000
1,3,11,1000
2,3,4,550
1,3,6,800
2,3,9,600
2,3,11,622
1,3,8,1000
2,3,1,0
1,5,11,622
2,5,15,2200
1,5,10,950
1,3,8,622
2,3,6,600
1,3,11,622
2,5,8,622
1,2,11,622
1,5,10,622
2,5,0,622
2,3,11,0
1,3,6,600
1,5,0,0
2,3,8,250
1,3,11,1200
2,3,0,0
1,3,2,0
2,3,3,1244
1,3,3,622
1,3,2,0
2,3,8,622
1,3,11,622
1,3,11,622
2,3,10,680
1,3,0,622
1,5,0,622
2,5,2,622
1,3,4,2000
2,5,8,400
1,3,4,1000
1,3,10,0
2,5,8,622
2,3,0,170
2,3,8,0
2,3,0,0
1,3,1,0
2,2,11,100
1,5,11,1800
1,3,0,0
1,5,0,0
1,3,11,800
2,2,11,400
2,5,11,622
2,5,7,0
1,2,0,622
2,3,2,622
1,3,11,1500
2,5,11,1200
2,5,0,0
2,3,0,0
1,3,3,1500
2,5,0,1244
1,5,11,1500
2,5,11,0
2,5,9,622
1,5,4,1000
2,5,4,1000
2,5,13,0
1,5,12,800
1,5,5,1200
2,3,8,0
1,5,8,600
2,3,9,300
2,3,7,0
1,5,4,622
2,5,6,0
1,5,8,1300
2,5,9,0
2,5,6,0
1,2,12,800
2,3,10,0
2,2,0,0
1,2,0,622
1,3,8,800
2,5,11,0
1,3,2,0
2,3,0,0
2,5,0,0
2,5,4,622
1,5,5,0
1,5,11,1200
2,3,8,0
1,5,11,1600
2,3,0,0
1,5,8,1500
2,5,11,700
2,3,8,825
2,3,9,200
2,3,4,0
2,3,1,0
1,5,4,1200
2,5,3,0
1,2,6,700
2,3,7,102
2,2,0,0
2,3,11,1300
2,3,9,0
1,3,8,2000
2,3,11,950
2,3,4,0
1,2,0,0
2,2,8,0
1,3,5,960
1,3,11,1000
2,3,5,0
2,3,0,0
2,5,4,0
1,3,4,622
1,3,11,1200
2,3,11,1300
1,3,11,2000
1,3,0,0
2,5,5,622
1,5,8,0
2,5,8,622
1,5,4,0
1,5,11,865
2,3,11,0
1,3,11,1300
2,3,11,0
2,3,11,622
2,2,11,622
2,2,11,0
2,3,11,809
1,3,0,0
1,3,11,950
2,3,9,622
2,2,12,2600
1,5,11,2500
1,5,6,0
1,3,11,800
2,3,6,0
1,3,0,0
2,3,0,850
1,5,0,622
2,3,0,0
1,3,0,1500
2,3,12,700
2,3,1,0
1,3,0,0
2,3,8,104
1,3,0,622
2,3,10,622
1,3,7,0
1,5,11,7000
2,5,11,1900
1,5,12,0
2,5,11,0
2,3,0,622
1,3,0,622
1,5,8,1600
2,5,11,622
1,5,11,0
2,5,4,0
1,3,5,1200
2,5,5,622
1,3,9,1200
2,5,5,622
1,5,11,622
2,3,11,0
1,2,10,900
2,3,4,823
1,3,4,880
1,3,0,0
2,5,11,800
1,3,11,3200
1,5,9,450
2,3,5,0
1,2,3,1200
1,5,8,800
2,5,0,0
2,3,10,0
1,3,0,0
2,5,5,0
1,2,5,2000
1,3,0,0
1,3,0,0
2,5,3,350
1,5,5,700
2,5,10,0
2,3,11,0
1,2,11,622
2,3,0,0
1,5,8,1200
2,2,8,0
1,3,0,0
2,3,11,200
1,3,11,622
2,3,4,0
2,3,3,0
1,3,0,0
2,3,11,720
1,3,9,1200
1,3,15,0
1,3,9,950
2,5,4,1200
1,3,5,450
2,3,2,0
2,3,5,1200
2,3,10,666
2,5,2,0
1,3,0,0
1,3,0,0
1,3,6,622
2,3,5,0
1,2,4,1000
2,5,7,300
1,3,3,0
1,3,1,0
1,3,0,0
1,2,0,0
2,3,0,0
1,2,1,622
2,3,1,240
2,3,10,450
1,2,6,982
2,2,0,712
2,2,4,0
2,2,1,0
1,2,0,0
2,3,6,0
1,3,5,3000
2,3,0,0
2,3,0,0
2,3,0,0
2,3,7,0
1,5,0,1000
1,5,0,0
1,3,11,600
2,3,7,326
2,3,0,0
2,3,0,0
1,3,0,0
2,3,0,0
1,3,4,700
2,3,6,202
2,3,0,0
2,3,0,0
1,5,11,650
2,5,8,0
2,5,6,96
1,5,5,800
2,5,0,0
2,5,0,0
1,5,0,0
2,3,7,0
1,3,8,1500
2,3,0,0
2,5,11,67
1,3,11,1700
2,3,0,0
2,3,0,0
2,3,8,600
1,2,0,1000
1,3,5,600
1,5,8,749
2,5,8,134
1,5,0,0
2,3,5,166
1,3,3,300
1,3,3,0
2,5,0,0
2,5,0,0
1,5,2,1300
2,5,5,0
1,5,11,1000
2,3,1,1244
1,3,5,300
2,5,0,1244
1,5,5,250
2,5,8,0
1,3,8,800
2,3,4,0
1,3,2,0
2,3,8,37
1,3,4,37
1,3,2,37
1,5,0,922
2,5,0,1244
1,5,5,0
1,5,4,2000
2,5,4,0
1,5,11,0
1,5,3,3600
2,5,4,0
1,5,1,0
2,5,0,0
1,2,4,650
2,3,15,134
2,2,6,0
1,3,4,0
1,5,0,622
2,5,0,622
1,5,1,1000
2,5,4,0
1,5,4,0
2,3,4,0
1,3,5,300
1,5,8,920
2,5,8,0
1,5,0,0
1,5,7,200
2,3,4,134
1,3,2,0
2,3,0,0
2,5,11,109
1,3,11,1400
2,3,4,0
1,5,4,0
1,5,4,1000
2,5,9,0
2,5,0,0
2,5,9,0
1,3,13,1500
2,3,11,900
1,3,4,750
2,3,11,0
2,3,6,0
1,3,6,0
1,3,1,0
1,3,0,0
2,3,4,196
1,2,1,1150
2,3,4,0
1,3,2,0
1,3,0,0
1,3,5,1100
2,3,4,0
1,3,11,1500
2,3,15,800
1,3,10,700
1,3,8,0
1,3,3,0
1,3,0,0
2,3,0,622
2,3,4,622
1,3,9,800
1,3,7,800
2,2,3,0
2,3,10,0
2,3,15,1250
2,3,0,0
1,2,8,2500
2,3,9,166
1,5,3,0
2,3,0,0
1,3,0,0
2,3,5,1750
2,3,9,622
2,3,1,622
1,2,7,1100
2,2,9,0
1,2,0,0
2,5,4,622
1,3,4,700
2,3,0,160
2,5,7,0
1,3,3,0
2,3,2,0
1,5,0,0
2,3,4,800
1,3,4,450
1,2,11,850
2,2,11,850
2,5,4,164
1,5,8,500
1,5,0,0
1,3,4,0
1,2,13,800
2,2,11,622
2,2,0,0
2,2,14,800
2,5,11,600
2,5,4,0
1,3,8,800
2,5,11,622
1,2,13,900
2,2,11,730
1,2,0,0
1,5,15,1200
2,3,15,2300
2,3,0,0
1,2,12,200
2,3,11,250
1,3,0,0
1,3,0,800
2,5,3,250
1,5,7,411
2,5,7,100
2,5,2,0
2,5,0,0
1,5,5,1400
2,5,7,622
1,5,11,720
1,5,0,0
2,2,15,1200
1,3,11,5200
1,2,11,900
2,3,6,0
2,5,0,0
1,3,4,720
2,3,0,0
2,3,7,0
2,3,5,0
1,3,1,0
1,3,11,1044
2,3,11,1044
2,5,0,0
2,3,4,733
1,5,3,1500
2,3,6,870
2,3,9,202
2,3,8,51
2,3,3,51
1,3,2,0
1,3,4,622
2,3,4,450
1,3,11,800
1,5,6,0
2,3,0,0
1,3,10,2800
2,3,11,0
2,3,0,0
2,3,0,182
2,3,0,0
2,3,2,622
1,5,5,622
2,5,15,692
1,5,4,622
1,5,5,1422
2,5,11,1866
1,3,0,720
2,3,4,102
2,3,0,0
1,3,4,950
2,3,10,0
2,3,0,0
1,2,11,1500
2,5,11,0
1,3,0,0
1,3,4,622
2,3,4,0
1,5,0,622
2,3,0,622
1,2,4,1122
2,3,0,622
1,3,11,1400
2,2,11,0
1,2,11,200
2,5,11,196
1,3,0,0
1,5,6,400
2,3,6,134
2,5,0,0
1,5,0,0
2,5,2,1244
1,5,2,600
1,5,3,1120
2,3,8,0
1,2,4,1000
2,2,15,1500
2,2,7,0
1,2,2,0
1,3,0,622
2,3,2,0
1,5,11,3700
2,5,15,622
1,5,12,0
1,5,11,700
2,3,11,302
2,3,10,0
1,3,0,1122
2,5,0,622
1,2,11,1272
2,5,11,940
1,3,0,0
1,3,4,1890
2,3,0,680
2,3,8,0
1,5,4,622
2,3,3,622
1,2,0,0
2,5,5,724
2,3,9,0
1,3,0,350
2,3,11,95
1,3,8,0
1,3,4,900
2,3,1,100
1,3,9,0
1,5,12,10000
2,5,15,2000
1,5,12,0
1,5,8,0
1,5,12,1500
2,3,6,1000
1,3,3,622
1,5,11,5000
2,5,11,800
1,5,15,0
2,5,15,2000
1,5,5,500
2,5,0,0
1,5,15,5490
2,3,0,0
1,5,6,0
1,3,11,3000
2,3,1,0
2,3,5,0
1,3,2,700
2,3,0,622
1,3,9,700
1,3,7,700
2,3,11,1300
2,5,11,1600
1,5,0,0
2,5,4,0
2,5,0,0
2,5,0,622
1,3,11,0
1,5,9,0
1,5,11,0
2,5,0,720
1,5,11,500
1,5,8,2000
2,3,14,1300
2,3,9,0
1,5,1,0
2,3,14,1400
1,5,8,650
2,3,11,622
2,5,15,850
1,3,15,3000
2,5,0,0
1,3,0,0
2,5,15,800
2,5,11,950
2,3,2,0
2,3,7,440
1,5,8,0
1,3,0,0
2,3,0,0
2,3,0,0
1,3,6,1600
2,3,14,622
2,5,15,3000
2,5,0,622
1,5,0,622
1,3,8,1200
1,3,10,0
2,3,6,0
2,3,0,0
2,3,8,400
1,5,11,1200
2,5,2,0
1,5,15,7000
2,1,15,3000
2,1,11,400
1,1,13,1100
1,1,7,0
1,1,0,0
2,3,10,0
1,3,8,1500
1,2,8,800
2,2,9,750
1,5,11,1200
2,5,11,1000
1,5,10,0
2,5,7,0
1,3,4,650
2,3,1,200
2,3,11,0
2,3,9,0
1,3,3,0
2,5,3,100
1,3,11,622
1,5,8,0
2,5,11,622
2,5,0,0
2,3,11,800
1,3,13,1500
1,3,0,0
1,5,11,1300
2,5,14,700
1,5,10,3400
2,5,14,1546
1,5,4,0
2,5,0,0
1,3,9,2100
2,3,12,240
2,3,8,0
1,5,4,0
2,5,0,622
2,5,9,0
1,5,4,643
2,5,7,633
2,5,9,43
2,5,7,43
1,3,1,622
2,5,3,622
2,5,2,622
2,5,4,670
2,3,8,622
2,3,0,622
1,3,0,622
1,3,2,600
1,3,0,622
2,3,2,0
1,3,8,0
2,5,2,0
2,5,4,0
2,3,11,0
1,3,7,0
2,5,11,0
1,5,15,900
1,5,0,0
2,5,2,622
1,5,15,3200
2,5,15,1200
2,5,4,0
2,5,2,0
2,1,4,900
2,5,11,750
1,5,4,10000
2,3,4,0
2,5,0,0
1,3,8,1000
1,5,8,1450
2,3,11,0
1,3,8,1900
2,5,8,0
1,3,1,0
1,3,0,622
2,3,4,622
1,5,8,2500
2,5,15,1300
1,5,15,2000
2,5,15,1800
1,5,15,0
1,2,0,622
2,3,0,622
2,3,3,206
1,3,10,622
1,3,11,622
2,5,15,0
2,5,0,102
2,3,0,0
2,5,12,1400
1,5,11,1500
1,5,0,0
2,3,8,1050
1,3,7,1200
1,3,3,0
2,3,0,0
2,3,0,0
2,3,13,300
1,2,6,800
1,5,6,0
1,3,2,0
2,5,4,692
1,5,10,600
1,3,11,700
1,3,10,1000
2,3,6,268
1,3,10,0
2,3,7,0
1,3,5,0
1,3,0,0
2,3,0,0
1,3,0,0
1,3,0,0
1,5,3,0
2,5,0,622
2,5,11,900
2,5,3,0
1,5,1,3000
1,5,0,1000
2,5,11,800
2,5,9,150
2,5,8,250
1,3,5,1000
1,5,0,0
2,3,5,622
2,3,7,0
1,3,5,900
1,3,4,0
2,3,0,622
1,5,0,922
2,5,15,622
1,3,0,300
1,3,8,0
2,3,11,0
1,3,10,1200
2,3,0,0
1,3,8,850
1,5,11,1700
2,3,7,800
1,3,11,500
2,3,4,0
1,5,11,2480
2,3,8,622
1,3,0,0
2,5,0,0
1,3,4,682
2,5,10,620
1,3,11,622
2,3,10,0
2,3,4,0
2,3,8,622
1,3,8,900
2,3,8,0
2,3,0,0
2,3,11,102
1,5,8,0
1,5,11,1300
2,5,11,1500
